label,tempo,time_signature,key,loudness
honky tonk,124.648,4,2,-11.651
delta blues,130.975,4,5,-24.774
neo-progressive,144.474,1,11,-11.024
bossa nova,87.321,1,9,-19.271
comedy,77.081,1,1,-22.255
folk rock,71.337,4,7,-14.322
melodic hardcore,119.981,4,10,-5.808
vocal jazz,192.668,4,10,-3.154
big beat,180.012,4,5,-6.149
free jazz,135.397,4,7,-15.975
neo soul,118.509,4,10,-10.167
soundtrack,104.32,4,5,-15.857
roots reggae,128.769,4,7,-6.487
motown,100.648,1,8,-8.486
samba,120.923,7,7,-18.697
massachusetts,157.751,4,5,-4.031
art rock,54.398,4,4,-10.813
musette,125.026,3,2,-8.328
opera,130.319,3,5,-22.785
progressive rock,62.216,1,7,-20.42
new wave,202.179,3,9,-9.181
miami bass,119.074,4,6,-14.6
reggaeton,97.982,4,1,-7.421
blue-eyed soul,135.599,1,10,-11.47
blues-rock,134.115,4,5,-5.538
hip hop,119.864,4,8,-11.905
chinese music,96.004,4,2,-6.793
turnablism,83.226,1,1,-6.615
soukous,125.241,4,2,-13.856
lovers rock,138.039,4,9,-11.999
reggaeton,124.193,4,7,-11.318
piano blues,82.654,5,0,-13.178
lullaby,167.905,4,5,-4.638
alternative dance,196.096,4,8,-7.667
brutal death metal,104.0,4,9,-9.044
latin jazz,124.391,3,9,-18.7
dance-punk,156.917,5,9,-6.611
ragtime,129.418,4,0,-13.057
motown,152.448,4,1,-11.881
country,119.06,4,0,-9.695
hard trance,130.119,4,0,-5.881
country blues,143.031,4,1,-21.852
dancehall,97.997,4,11,-11.222
jazz funk,58.135,4,1,-2.775
breakbeat,95.988,3,8,-13.5
indie rock,83.942,4,5,-5.619
celtic,185.598,4,2,-9.874
lullaby,80.008,4,8,-18.018
alternative rap,140.119,4,1,-4.825
jazz funk,169.714,4,7,-12.99
alternative metal,89.485,4,4,-5.493
power pop,174.628,1,9,-11.947
big beat,228.461,7,4,-7.961
pop rap,98.533,3,4,-3.148
downtempo,95.321,1,5,-5.666
contemporary classical music,70.1,3,11,-28.327
mexico,108.787,1,0,-15.416
suomi rock,148.57,1,9,-8.216
flamenco,160.343,4,2,-15.665
nu metal,115.861,4,4,-5.727
j pop,156.868,4,2,-13.08
rock 'n roll,180.733,1,6,-5.085
post-grunge,142.367,3,10,-7.556
latin jazz,144.722,4,7,-8.806
jazz blues,92.643,4,1,-9.825
country gospel,123.586,4,11,-8.504
greek,90.0,4,0,-10.156
j pop,93.22,4,9,-12.178
western swing,105.169,1,4,-18.299
blues-rock,103.995,4,8,-3.96
j pop,97.001,4,10,-9.917
ccm,97.958,4,7,-6.953
ccm,130.042,4,11,-10.543
math-core,120.085,4,8,-6.991
early music,106.479,1,0,-16.536
latin pop,103.755,1,9,-9.182
smooth jazz,126.649,5,5,-6.514
gangster rap,95.585,4,6,-6.404
dark wave,156.804,4,6,-11.877
folk rock,93.037,4,8,-4.936
country rock,154.783,1,5,-12.965
pop rock,91.767,3,8,-4.006
illbient,96.02,5,2,-7.843
indietronica,129.977,4,9,-7.352
french pop,156.371,1,1,-12.209
bhangra,109.984,4,8,-4.336
world fusion,129.988,4,7,-10.925
chill-out,158.913,4,0,-9.325
symphonic rock,71.285,3,10,-15.585
latin jazz,129.151,1,2,-9.086
latin jazz,93.975,4,10,-9.94
chanson,82.286,1,10,-22.166
dancehall,98.028,4,8,-6.109
latin jazz,129.871,3,0,-9.396
jazz funk,151.064,4,10,-13.525
zouk,218.093,7,7,-7.775
soundtrack,138.63,4,4,-15.519
ccm,184.529,3,0,-11.326
underground rap,102.429,4,7,-5.683
rock,94.48,4,6,-16.619
hip hop,45.554,1,5,-18.83
rap,167.873,4,7,-9.338
disco house,88.008,4,11,-8.578
tech house,109.96,4,10,-9.198
cabaret,63.154,4,11,-11.875
hip hop,171.918,4,1,-7.033
easy listening,95.995,3,7,-17.041
roots reggae,146.392,4,9,-12.763
ccm,114.303,4,10,-16.307
instrumental rock,141.002,4,10,-8.874
post-hardcore,97.169,3,4,-12.063
guitar,134.132,5,5,-13.774
post-hardcore,138.536,4,5,-3.639
digital hardcore,120.093,1,2,-9.421
roots reggae,83.831,1,0,-6.937
post-hardcore,165.145,4,3,-5.534
chanson,124.113,1,5,-11.333
roots reggae,134.941,4,1,-7.38
chanson francaise,116.975,3,9,-8.969
ballad,100.071,4,0,-6.212
visual kei,109.318,4,9,-11.809
blues-rock,87.669,1,6,-12.617
soul music,85.33,3,10,-11.042
power pop,131.011,4,0,-12.664
hip hop,231.264,7,4,-13.57
dirty south rap,85.209,3,7,-7.2
power pop,205.016,4,11,-4.737
celtic rock,123.36,4,2,-7.179
nu jazz,81.974,4,10,-18.479
blues,95.508,4,2,-13.083
soul jazz,67.452,4,0,-23.596
flamenco,165.006,1,5,-8.403
blues-rock,93.716,4,9,-11.088
country blues,96.982,1,11,-15.832
deep house,125.013,4,9,-9.926
alternative hip hop,108.279,5,1,-5.924
hip hop,81.229,3,2,-23.129
goa,85.326,3,8,-5.927
trip rock,95.035,4,7,-9.989
power pop,162.101,4,2,-9.559
glitch,126.999,7,1,-16.595
honky tonk,116.625,4,2,-7.56
techno,160.546,5,10,-23.563
vocal jazz,124.906,4,2,-7.704
roots rock,105.21,4,7,-6.278
ballad,106.687,4,1,-9.741
smooth jazz,68.479,5,5,-17.336
gangster rap,181.03,4,6,-4.982
british blues,139.015,4,0,-13.865
psychobilly,61.349,5,7,-21.277
ragtime,74.045,4,9,-12.375
gangster rap,121.978,4,6,-4.62
alternative,117.339,4,1,-6.521
jazz funk,120.878,4,0,-12.262
lullaby,126.273,4,2,-16.922
stand-up comedy,96.591,3,0,-8.606
gabba,192.063,5,6,-7.468
ccm,120.028,4,5,-5.165
illbient,149.069,4,2,-5.268
hip hop,86.819,4,1,-8.667
trip hop,180.094,4,1,-9.31
twee pop,139.999,4,9,-10.414
rock,150.519,4,3,-11.234
hip hop,159.975,4,8,-7.99
chill-out,153.667,4,7,-11.221
dance pop,0.0,1,3,-23.555
chanson,161.486,4,2,-8.221
patriotic,85.56,3,3,-17.661
hard rock,195.005,1,0,-11.71
pop rap,94.998,4,8,-2.653
country gospel,151.676,4,2,-8.159
power pop,160.68,4,4,-7.724
downtempo,92.699,5,11,-7.495
western swing,95.278,4,7,-20.884
samba,179.609,4,7,-19.397
ccm,93.542,4,9,-21.716
trip hop,120.091,4,4,-11.242
screamo,199.004,4,0,-2.983
shock rock,143.864,4,4,-6.692
hip hop,91.16,4,11,-14.249
progressive house,127.996,4,11,-10.289
blues-rock,124.471,1,9,-12.302
country rock,123.531,4,4,-14.257
jazz funk,123.352,4,7,-13.455
banda,128.636,4,6,-15.316
ska punk,168.752,1,1,-3.869
hard rock,84.737,3,1,-20.075
dancehall,179.888,1,2,-5.641
ragtime,63.993,1,0,-18.638
future jazz,120.016,3,5,-9.226
downtempo,89.385,4,6,-7.77
neo-progressive,140.077,4,0,-7.715
chicago soul,80.959,7,7,-24.082
pop rock,205.553,4,0,-4.564
doom metal,154.01,1,0,-9.748
power pop,105.641,5,8,-24.905
ballad,129.316,4,7,-7.838
los angeles,90.278,3,4,-15.88
hardcore punk,173.669,4,1,-10.18
blues-rock,103.258,4,9,-13.75
psychobilly,110.933,1,11,-24.522
southern gospel,92.76,4,6,-13.478
latin jazz,118.596,1,10,-18.896
cantonese pop,99.977,4,5,-6.327
rock,128.684,4,8,-10.736
gangster rap,96.708,4,6,-5.268
blues-rock,100.173,4,0,-4.559
rock,103.145,3,4,-11.936
post-hardcore,164.963,4,9,-3.708
heartland rock,183.709,4,0,-11.516
post-hardcore,110.235,4,10,-5.586
trip rock,87.797,4,0,-11.098
samba,180.06,4,10,-7.203
dance rock,121.993,4,7,-6.65
swedish,144.082,4,0,-15.879
tejano,104.387,4,0,-6.01
country rock,140.73,4,2,-8.116
western swing,95.95,4,5,-13.159
irish,100.091,3,9,-7.839
reggae,163.257,1,4,-12.43
jazz fusion,196.004,4,6,-8.699
reggaeton,147.991,4,9,-7.687
soukous,97.817,7,7,-9.417
j pop,101.672,1,9,-29.374
progressive rock,138.045,4,6,-9.785
blue-eyed soul,84.084,4,10,-6.574
smooth jazz,109.997,7,8,-9.435
comedy,78.785,5,9,-19.242
heavy metal,180.06,4,2,-5.73
blues-rock,52.932,4,11,-12.967
alternative metal,151.508,4,6,-4.763
post-grunge,121.6,4,5,-8.669
sympho black metal,117.593,4,2,-5.255
sympho black metal,78.959,3,5,-4.657
hardcore punk,114.378,1,2,-12.206
hard rock,161.063,4,7,-6.604
irish folk,117.85,3,4,-20.58
soul jazz,129.761,4,1,-13.75
deep house,123.984,4,11,-10.412
folk rock,202.789,4,7,-14.873
pop rock,127.407,4,10,-5.477
hip hop,64.101,5,1,-12.654
zydeco,115.591,3,7,-12.994
blues-rock,94.543,4,2,-7.535
lovers rock,95.37,4,0,-11.398
chanson,73.716,5,2,-16.243
cantonese pop,87.099,4,9,-12.611
guitar,98.241,1,7,-18.529
hard house,133.088,1,4,-13.98
rock,88.841,4,4,-11.704
dubstep,140.022,4,1,-9.983
spanish,125.262,4,0,-16.265
swamp pop,155.254,4,0,-14.314
happy hardcore,97.497,4,8,-4.392
black metal,110.044,4,3,-5.377
europop,170.373,5,0,-5.625
hard rock,122.348,4,10,-8.365
irish folk,142.612,3,10,-21.999
gospel,116.49,3,1,-13.448
jazz blues,86.761,1,11,-23.005
jam band,125.159,1,11,-4.62
vocal jazz,96.224,4,5,-7.256
ccm,105.364,7,9,-14.807
patriotic,60.641,5,0,-12.044
hip hop,84.141,5,10,-8.317
blue-eyed soul,137.765,5,1,-9.071
blues-rock,138.966,1,11,-7.284
rap metal,100.073,4,4,-4.034
freakbeat,121.713,4,1,-8.333
soukous,120.693,4,0,-7.715
gangster rap,115.692,4,8,-8.078
glam rock,82.568,3,7,-18.161
chanson,140.741,5,10,-11.092
blues,180.381,4,2,-11.411
doo-wop,93.413,4,7,-7.597
hip house,161.272,5,1,-9.752
vallenato,216.023,1,0,-6.399
alternative rock,131.955,4,2,-4.258
easy listening,125.073,4,0,-17.419
new romantic,96.859,4,10,-8.015
delta blues,117.981,3,9,-9.763
brazilian jazz,143.311,7,0,-14.36
honky tonk,144.265,4,5,-15.912
experimental rock,121.834,1,1,-13.546
country gospel,104.068,4,10,-16.822
pop rap,126.693,1,10,-5.771
deep house,70.229,4,4,-21.519
hip hop,90.006,4,5,-8.527
soundtrack,134.56,3,10,-32.586
progressive house,97.015,4,5,-6.047
country,125.022,4,0,-3.321
soundtrack,161.665,7,10,-24.112
honky tonk,141.772,1,9,-23.907
country gospel,106.317,4,10,-16.102
los angeles,122.072,4,11,-13.328
pop,150.256,4,1,-9.838
rock,104.521,4,9,-19.468
chill-out,91.405,3,9,-18.208
dance pop,119.772,5,4,-15.808
melodic hardcore,200.877,4,9,-5.111
bluegrass,103.863,4,2,-6.98
hip hop,95.599,4,1,-8.42
funk rock,109.614,7,3,-12.054
art rock,120.01,4,7,-3.313
orchestra,95.611,1,3,-20.139
brazilian pop music,121.988,4,0,-9.785
hip hop,215.0,3,7,-28.603
rock,93.044,4,7,-6.083
grime,119.961,4,4,-10.877
country blues,162.496,4,10,-19.308
chanson,137.476,4,2,-11.778
salsa,84.751,7,8,-8.588
big band,71.27,4,8,-18.692
alternative dance,92.499,5,7,-7.532
tejano,100.252,1,9,-8.88
frevo,153.942,4,7,-10.558
folk rock,143.497,4,1,-14.071
hard bop,70.875,1,1,-12.169
opera,158.715,3,6,-17.677
finish,93.657,4,1,-9.812
deep house,80.012,4,4,-12.836
gangster rap,124.734,4,1,-7.482
pop rock,93.975,4,2,-6.289
modern rock,84.951,4,4,-14.258
hardcore techno,96.732,5,1,-6.361
honky tonk,79.181,3,8,-13.797
disco,149.394,4,8,-9.957
western swing,88.301,1,2,-12.009
lullaby,111.104,4,1,-11.836
industrial metal,169.966,4,2,-5.66
jump blues,133.325,1,8,-13.21
doo-wop,98.442,3,2,-10.666
stand-up comedy,118.668,3,9,-14.629
hip hop,180.168,4,11,-3.989
dance rock,152.988,4,6,-3.856
blues-rock,80.031,4,5,-8.737
folk punk,103.776,3,0,-7.246
pop rap,96.264,3,11,-9.255
ccm,99.619,4,5,-16.941
christian music,82.487,3,6,-16.076
hard rock,159.483,4,4,-8.85
lovers rock,163.902,4,11,-6.567
roots reggae,159.96,4,1,-5.651
oi,135.233,4,9,-10.419
soundtrack,128.685,4,4,-9.021
chill-out,85.558,4,9,-28.406
progressive house,136.967,4,0,-6.615
tejano,90.602,4,2,-5.266
horror punk,111.153,4,10,-5.128
dance rock,111.122,4,1,-4.21
rock 'n roll,77.09,1,9,-12.211
rock,89.896,4,7,-7.063
eurodance,69.167,4,4,-10.134
choro,143.86,4,7,-7.773
hip hop,67.6,4,10,-15.096
brill building pop,169.981,4,5,-7.066
space music,139.944,1,2,-21.45
folk metal,200.036,4,8,-5.492
gangster rap,104.123,4,5,-4.73
black metal,229.864,1,8,-5.958
rockabilly,96.904,4,1,-8.613
folk metal,92.608,4,4,-4.384
glam rock,84.058,4,0,-5.771
grunge,111.239,4,5,-5.499
gaita,99.546,4,2,-8.765
soul,121.9,4,7,-6.61
hip hop,61.863,4,11,-16.161
oi,178.804,1,10,-6.247
post-grunge,138.385,5,1,-6.336
power electronics,126.012,4,2,-5.208
serialism,65.919,1,0,-22.235
pop rock,133.857,1,7,-4.682
nu metal,154.998,4,11,-4.741
brill building pop,71.356,4,7,-10.387
blues-rock,142.372,4,9,-9.759
blues,192.831,1,7,-9.866
hip hop,128.116,3,3,-7.1
rockabilly,154.072,4,1,-14.489
rock,91.775,3,8,-7.984
oi,140.52,1,4,-7.238
cool jazz,130.598,7,7,-19.941
brazilian jazz,148.046,4,7,-16.469
country rock,87.712,4,2,-3.662
art rock,95.33,3,9,-4.692
brill building pop,115.756,3,7,-13.04
rock,186.138,4,2,-30.387
samba,97.34,4,2,-9.989
disco,138.501,4,5,-16.218
power pop,155.193,1,2,-6.077
motown,207.544,4,4,-8.962
doo-wop,65.771,4,10,-13.53
irish folk,124.311,4,5,-11.185
electro,97.997,5,7,-14.525
black metal,110.06,3,7,-14.811
game,160.018,4,6,-5.663
bhangra,115.533,4,1,-11.462
dance pop,111.755,4,0,-9.308
blues-rock,128.666,3,4,-15.83
hyphy,103.948,4,1,-7.806
progressive trance,93.346,3,8,-6.838
german,115.024,1,5,-14.194
big beat,130.023,4,6,-6.604
rapcore,144.974,4,6,-5.775
brazilian pop music,108.919,4,7,-10.541
blues-rock,91.357,4,11,-3.778
cantonese pop,108.24,4,0,-17.611
new romantic,135.57,4,11,-12.183
chill-out,120.099,4,7,-8.885
california,86.353,5,9,-8.535
big beat,111.995,4,7,-5.446
dub,100.618,5,5,-10.819
gaita,154.159,3,8,-9.452
electric blues,111.214,1,10,-11.769
chanson,153.911,4,0,-7.613
country rock,184.884,4,7,-5.015
hard trance,137.896,4,9,-4.003
viking metal,88.336,4,2,-3.944
happy hardcore,141.964,4,8,-12.066
hip hop,88.096,5,5,-5.971
breakbeat,182.01,4,4,-5.388
alternative dance,47.96,4,7,-9.095
hard trance,135.045,1,8,-5.548
hip hop,127.911,4,6,-6.708
country rock,123.522,4,7,-6.548
musette,98.467,3,7,-16.972
country blues,112.625,4,11,-17.053
ghetto tech,104.692,5,9,-10.104
soukous,86.658,5,2,-5.713
singer-songwriter,127.494,4,9,-16.308
folk metal,165.278,4,7,-5.157
country gospel,76.716,4,11,-13.844
folk-pop,106.499,1,0,-10.599
new age,70.196,4,9,-16.503
progressive rock,135.189,7,0,-12.969
salsa,122.405,4,0,-9.546
jazz funk,115.405,1,5,-17.276
jazz rap,94.971,4,8,-9.309
hard trance,96.058,4,1,-6.86
jump blues,93.707,3,0,-16.472
bebop,113.097,4,0,-13.157
disco,131.752,4,7,-9.691
british pop,176.591,4,2,-9.139
space age pop,60.439,4,0,-29.342
shock rock,119.744,1,6,-5.431
latin jazz,75.11,1,9,-13.347
meditation,90.582,1,11,-28.416
latin jazz,131.971,4,5,-5.827
grunge,161.288,4,7,-5.055
grime,89.996,4,7,-11.224
hip hop,87.581,4,11,-16.963
chanson,155.065,1,8,-8.762
gaita,75.738,4,3,-8.817
blues-rock,103.997,4,2,-9.213
pop rock,104.036,4,2,-4.129
modern rock,160.443,3,2,-12.38
ccm,91.523,4,2,-15.001
space age pop,82.016,1,4,-17.075
jazz blues,111.01,4,0,-11.655
progressive metal,130.677,4,8,-9.531
detroit techno,160.336,4,11,-9.528
new wave,165.303,1,2,-14.613
vocal jazz,98.752,3,4,-8.615
honky tonk,111.12,4,5,-14.09
post-hardcore,185.063,4,1,-3.357
country blues,144.538,4,0,-15.911
pop rock,93.011,4,2,-7.383
celtic rock,111.408,4,0,-7.028
soft rock,91.889,4,7,-25.752
free jazz,141.229,4,7,-24.22
latin jazz,205.323,4,7,-16.862
opera,124.759,5,2,-16.682
comedy,124.479,1,6,-12.235
dancehall,159.986,4,5,-8.149
country rock,135.642,4,4,-8.924
ghetto tech,119.187,4,7,-26.469
progressive rock,173.712,4,4,-15.235
country rock,74.739,1,3,-8.873
patriotic,155.954,3,3,-16.945
electronica,110.016,4,2,-4.286
hip hop,99.914,4,10,-7.553
serialism,43.877,1,6,-41.806
electronica,148.653,5,2,-19.345
honky tonk,168.248,4,2,-17.198
salsa,192.021,7,7,-6.311
western swing,136.908,4,4,-8.403
bluegrass,143.431,1,4,-11.732
grunge,104.101,1,7,-8.234
guitar,134.156,4,2,-17.728
sympho black metal,85.515,4,11,-6.309
folk rock,64.011,1,8,-25.342
gangster rap,85.897,4,9,-7.677
gabba,134.937,1,0,-8.807
cantonese pop,105.062,7,8,-6.114
honky tonk,75.959,4,6,-15.474
blues-rock,143.317,5,11,-9.518
gangster rap,117.882,4,4,-7.325
hard bop,94.681,4,0,-19.411
new age,229.049,5,9,-15.188
jazz funk,102.399,4,5,-17.253
soundtrack,66.153,3,11,-30.854
chicago soul,203.016,4,5,-7.013
serialism,79.266,5,4,-25.458
pop rock,99.984,4,4,-7.973
emo,146.053,4,9,-9.168
british invasion,120.928,1,2,-7.703
country gospel,87.038,4,7,-22.377
pop rap,93.728,4,9,-13.239
downtempo,109.099,4,11,-10.017
deep house,200.016,4,0,-9.114
hard rock,111.261,4,5,-9.217
quiet storm,80.292,3,10,-8.183
salsa,128.808,5,4,-15.813
electronic,184.004,4,0,-9.277
blues-rock,86.992,3,0,-13.615
motown,160.011,4,10,-13.781
chicago soul,125.028,4,4,-9.693
chanson,99.75,1,7,-6.373
ccm,143.864,4,0,-5.049
gangster rap,191.383,4,5,-23.923
german pop,170.017,4,7,-3.823
turnablism,133.211,4,1,-9.726
breakbeat,133.987,4,4,-5.563
jazz fusion,98.001,5,6,-11.179
death metal,113.957,3,11,-3.282
neo soul,100.009,5,2,-6.452
jam band,101.172,4,1,-9.324
parody,71.031,1,1,-12.769
gangster rap,73.052,4,7,-6.392
chanson,103.541,3,5,-6.655
opera,79.261,5,5,-25.349
lovers rock,161.899,4,1,-4.481
country rock,154.354,4,4,-4.66
lovers rock,190.01,4,8,-6.73
skate punk,95.502,4,8,-11.867
ccm,124.104,4,7,-8.278
power pop,128.022,4,0,-8.208
latin jazz,91.044,5,4,-12.452
alternative metal,162.019,4,7,-3.753
delta blues,101.163,4,5,-18.498
lovers rock,150.788,4,7,-5.652
new beat,112.549,4,2,-8.99
irish folk,100.831,4,5,-13.906
post-hardcore,190.116,4,3,-3.624
tech house,130.017,4,1,-5.113
post-grunge,150.077,4,0,-4.706
pop rock,96.875,4,0,-3.851
gabba,197.143,7,9,-3.352
blues-rock,144.217,4,2,-15.135
gangster rap,73.178,4,9,-5.672
pop rock,123.085,4,7,-11.298
pop rap,100.98,4,1,-8.489
deathrock,130.49,3,11,-7.204
glam metal,103.14,4,8,-7.412
latin jazz,125.648,4,0,-13.462
ccm,96.091,4,5,-6.291
noise rock,122.47,5,1,-9.423
alternative dance,120.006,4,5,-7.571
dubstep,140.17,3,11,-7.173
country rock,201.541,1,6,-14.931
ccm,122.161,4,7,-8.724
reggae,119.866,4,11,-14.237
heavy metal,141.118,4,2,-7.977
los angeles,76.562,3,9,-16.758
chanson,62.614,4,1,-7.748
blue-eyed soul,101.694,4,9,-10.462
classic rock,85.493,7,5,-12.505
rap metal,122.865,1,7,-3.194
hip hop,90.02,4,9,-7.212
big beat,121.99,4,0,-7.417
grunge,81.419,4,6,-5.13
jazz,100.278,7,10,-13.552
country,148.68,4,5,-12.113
electronic,121.966,4,8,-9.645
blues-rock,120.049,4,0,-14.18
nu metal,98.513,4,1,-6.292
post-grunge,120.638,4,8,-4.177
gangster rap,157.007,3,3,-6.303
garage rock,136.163,4,9,-19.92
eurodance,126.271,4,7,-10.149
industrial rock,117.027,4,4,-6.236
celtic,109.936,4,7,-23.577
instrumental pop,117.661,4,0,-17.569
hard bop,108.234,1,7,-20.343
rap metal,102.724,4,1,-3.59
urban folk,133.404,1,2,-10.554
rock,142.141,4,3,-5.567
bhangra,85.003,4,5,-8.025
vaudeville,165.578,7,5,-12.266
lovers rock,159.89,1,0,-10.692
gangster rap,100.119,4,7,-5.189
europop,156.26,4,6,-7.872
breakbeat,128.955,4,0,-6.318
orchestra,146.354,4,0,-21.394
hard house,146.685,4,5,-13.977
chicago blues,157.532,4,8,-15.622
dream pop,119.2,4,11,-6.028
breakbeat,133.983,4,11,-4.045
downtempo,93.225,3,5,-3.285
southern gospel,113.092,4,11,-7.163
blues-rock,70.876,4,5,-4.82
eurodance,124.998,4,11,-4.902
chanson,92.905,4,1,-14.512
rap metal,125.02,4,2,-3.176
dancehall,167.377,4,6,-9.349
singer-songwriter,38.337,4,7,-14.313
island music,104.67,7,6,-20.737
blues-rock,86.278,4,7,-9.353
latin jazz,106.822,4,7,-12.464
hard trance,100.929,4,7,-12.967
jump blues,173.071,4,5,-5.723
indie pop,86.505,1,0,-7.916
piano blues,96.952,5,0,-17.216
gangster rap,115.717,5,6,-3.103
celtic,101.073,7,2,-14.768
glam metal,165.965,4,3,-5.977
post-grunge,131.964,4,1,-12.555
flamenco,106.324,4,4,-17.621
jazz funk,97.571,4,11,-9.146
jangle pop,138.703,1,9,-5.775
smooth jazz,97.52,1,5,-14.962
delta blues,99.006,1,0,-15.853
soul jazz,146.306,3,10,-12.688
roots reggae,94.303,4,1,-16.154
chanson,210.858,1,7,-10.307
dance pop,116.512,4,1,-4.104
vocal jazz,139.301,4,0,-9.152
easy listening,132.043,4,5,-25.556
hip hop,85.263,4,1,-4.612
gangster rap,93.502,4,11,-3.831
post-hardcore,137.926,1,10,-3.315
lovers rock,163.937,4,7,-11.887
new wave,66.856,4,7,-18.342
roots rock,130.461,4,10,-5.074
chicago blues,99.829,1,6,-11.923
heavy metal,90.07,4,11,-8.189
suomi rock,89.625,3,5,-14.451
chanson,105.931,4,9,-3.737
roots rock,84.373,5,7,-7.372
motown,111.459,4,3,-10.44
rap metal,122.843,5,5,-14.866
uk garage,116.075,4,0,-9.718
roots reggae,118.144,4,9,-9.364
dance rock,128.004,5,2,-6.326
calypso,58.294,1,5,-27.863
instrumental pop,116.195,4,8,-13.526
chamber jazz,168.035,4,1,-16.685
jazz funk,124.335,4,4,-12.872
ccm,96.007,4,1,-6.135
hardcore punk,112.292,1,9,-5.152
gospel,153.819,4,9,-9.07
blues-rock,160.887,4,9,-7.386
shock rock,92.685,4,4,-10.998
kraut rock,76.549,3,5,-7.711
samba,150.529,3,2,-5.344
bachata,90.035,5,4,-6.73
doom metal,113.746,4,1,-5.437
experimental pop,133.329,5,6,-10.174
electro,91.967,5,0,-6.609
vocal jazz,64.988,3,4,-26.455
jug band,87.461,1,7,-9.444
instrumental pop,127.853,1,0,-12.898
classic country,187.44,3,5,-15.251
dance rock,104.04,4,11,-4.521
twee pop,128.005,1,2,-5.77
flamenco,143.969,4,0,-11.019
musette,178.343,7,5,-11.619
hip house,192.068,4,7,-10.978
latin jazz,98.501,1,3,-16.077
blues-rock,158.754,4,9,-14.274
country blues,84.56,7,0,-10.432
hip hop,99.694,4,2,-5.533
ska,130.939,4,10,-4.713
electronic,89.346,4,5,-10.486
chinese music,170.238,4,11,-6.253
hard rock,143.137,4,0,-12.535
freestyle,95.002,4,11,-8.575
rockabilly,93.03,4,0,-13.353
rumba,86.005,4,7,-3.97
free jazz,100.53,3,1,-10.179
chamber jazz,69.147,4,2,-22.34
french pop,141.892,3,5,-7.627
dirty south rap,104.038,4,10,-5.388
dance pop,75.25,4,0,-16.69
rock,100.012,4,9,-5.044
grunge,94.916,4,10,-8.053
jungle music,135.799,4,7,-9.686
pop folk,132.076,4,4,-7.46
country rock,176.269,1,2,-11.812
hip hop,83.646,4,6,-8.039
progressive house,195.874,3,7,-7.106
electric blues,141.609,4,7,-11.062
roots reggae,146.644,4,9,-9.821
dance rock,116.125,4,10,-12.041
hard rock,139.103,4,2,-7.779
dancehall,184.012,4,7,-6.94
rumba,113.862,4,6,-5.762
math-core,136.331,4,2,-4.019
dance pop,130.022,4,10,-5.529
math-core,143.251,1,8,-4.058
glam rock,119.897,1,3,-6.895
chanson,143.143,4,0,-12.5
post-grunge,141.78,4,8,-7.072
trip hop,65.658,1,8,-5.388
meditation,135.929,4,9,-14.374
hard house,137.981,4,7,-9.152
delta blues,90.64,1,2,-13.456
post-grunge,161.991,4,8,-3.798
easy listening,105.046,4,8,-11.487
hip hop,89.99,4,1,-8.908
heavy metal,85.163,4,0,-6.489
roots reggae,128.532,4,1,-9.237
heartland rock,167.336,4,5,-15.089
psychobilly,130.557,1,7,-27.942
pop punk,199.028,4,2,-3.254
hip hop,98.401,4,1,-12.466
rap rock,134.221,4,9,-9.959
instrumental pop,149.979,4,10,-7.098
r&b,105.98,4,5,-4.963
stand-up comedy,97.875,4,5,-8.412
symphonic metal,138.494,3,10,-27.24
los angeles,94.753,4,4,-10.775
chinese music,110.078,4,6,-6.806
heavy metal,123.788,4,3,-12.083
irish folk,117.141,4,9,-10.652
post-grunge,117.003,4,11,-6.654
comedy,187.511,4,9,-8.036
jazz rap,101.779,4,1,-10.235
dancehall,76.014,1,1,-6.479
samba,91.806,7,6,-12.82
screamo,209.695,4,10,-4.219
dirty south rap,94.854,4,0,-8.796
pop rap,92.872,4,8,-8.096
orchestra,88.47,4,10,-11.554
garage rock,125.848,3,8,-18.044
black metal,150.068,4,2,-6.635
viking metal,100.138,4,7,-4.194
funk metal,87.337,4,8,-7.759
europop,109.54,4,3,-9.165
french pop,109.373,5,4,-10.516
experimental rock,126.641,4,11,-6.969
blues-rock,145.48,4,1,-7.344
all-female,137.237,4,5,-8.031
